,Unnamed: 0,fire_weather.tm,fire_weather.district_1,fire_weather.district_2,fire_weather.stn,fire_weather.ta_max,fire_weather.ta_min,fire_weather.ta_max_min,fire_weather.rn_day,fire_weather.ws_max,fire_weather.ws_ins_max,fire_weather.ws_mean,fire_weather.ws_min,fire_weather.hm_max,fire_weather.hm_mean,fire_weather.hm_min
414474,423275,2019-01-06,경상북도,영주시,837,4.6,-12.7,17.3,0.0,1.9,5.1,0.7,0.1,,,
414475,423276,2019-01-07,경상북도,영주시,837,4.7,-13.7,18.4,0.0,3.3,6.8,0.9,0.1,,,
414476,423277,2019-01-08,경상북도,영주시,837,3.4,-10.6,14.0,0.0,4.7,12.1,1.8,0.4,,,
414477,423278,2019-01-09,경상북도,영주시,837,1.7,-14.6,16.3,0.0,1.9,4.1,0.7,0.0,,,
414478,423279,2019-01-10,경상북도,영주시,837,5.1,-9.4,14.5,0.0,5.0,10.4,1.2,0.0,,,
414479,423280,2019-01-11,경상북도,영주시,837,7.6,-10.0,17.6,0.0,1.7,3.3,0.6,0.1,,,
414480,423281,2019-01-12,경상북도,영주시,837,2.6,-1.2,3.8,0.0,1.0,1.9,0.3,0.0,,,
414481,423282,2019-01-13,경상북도,영주시,837,0.9,-2.9,3.8,0.0,1.3,2.7,0.5,0.1,,,
414482,423283,2019-01-14,경상북도,영주시,837,0.8,-5.0,5.8,0.0,1.4,2.5,0.5,0.2,,,
414483,423284,2019-01-15,경상북도,영주시,837,3.7,-5.7,9.4,0.0,6.1,12.6,2.1,0.1,,,
414484,423285,2019-01-16,경상북도,영주시,837,1.3,-12.8,14.1,0.0,3.3,7.6,1.6,0.2,,,
414485,423286,2019-01-17,경상북도,영주시,837,4.5,-6.4,10.9,0.0,5.3,11.3,2.5,0.6,,,
414486,423287,2019-01-18,경상북도,영주시,837,7.9,-11.9,19.8,0.0,2.8,4.8,0.7,0.0,,,
414487,423288,2019-01-19,경상북도,영주시,837,7.8,-6.9,14.7,0.0,1.9,3.2,0.5,0.0,,,
414488,423289,2019-01-20,경상북도,영주시,837,4.6,-4.6,9.2,0.0,5.0,9.8,2.3,0.1,,,
414489,423290,2019-01-21,경상북도,영주시,837,4.9,-12.0,16.9,0.0,4.7,9.5,1.7,0.2,,,
414490,423291,2019-01-22,경상북도,영주시,837,9.0,-5.8,14.8,0.0,4.2,9.7,1.6,0.3,,,
414491,423292,2019-01-23,경상북도,영주시,837,8.9,-3.5,12.4,0.0,3.9,8.2,1.7,0.7,,,
414492,423293,2019-01-24,경상북도,영주시,837,7.7,-10.1,17.8,0.0,2.1,4.2,0.7,0.0,,,
414493,423294,2019-01-25,경상북도,영주시,837,4.6,-10.4,15.0,0.0,4.5,9.9,1.6,0.2,,,
414494,423295,2019-01-26,경상북도,영주시,837,4.5,-12.2,16.7,0.0,3.7,6.7,1.4,0.2,,,
414495,423296,2019-01-27,경상북도,영주시,837,5.7,-14.2,19.9,0.0,3.4,6.6,0.8,0.1,,,
414496,423297,2019-01-28,경상북도,영주시,837,6.3,-7.0,13.3,0.0,5.5,11.0,1.9,0.2,,,
414497,423298,2019-01-29,경상북도,영주시,837,7.7,-12.4,20.1,0.0,2.8,5.6,0.6,0.0,,,
414498,423299,2019-01-30,경상북도,영주시,837,11.5,-7.8,19.3,0.0,3.5,6.8,0.8,0.1,,,
414499,423300,2019-01-31,경상북도,영주시,837,2.7,-6.3,9.0,0.0,3.4,6.5,1.0,0.1,,,
414500,423301,2019-02-01,경상북도,영주시,837,4.0,-11.6,15.6,0.0,4.0,8.1,1.7,0.5,,,
414501,423302,2019-02-02,경상북도,영주시,837,10.0,-8.9,18.9,0.0,3.0,5.6,1.0,0.0,,,
414502,423303,2019-02-03,경상북도,영주시,837,4.5,-0.9,5.4,0.0,4.7,9.6,0.5,0.0,,,
414503,423304,2019-02-04,경상북도,영주시,837,6.3,-4.0,10.3,0.0,5.6,10.8,2.2,0.2,,,
414504,423305,2019-02-05,경상북도,영주시,837,8.8,-8.5,17.3,0.0,2.4,4.7,0.6,0.1,,,
414505,423306,2019-02-06,경상북도,영주시,837,12.5,-5.5,18.0,0.0,2.2,4.6,0.7,0.0,,,
414506,423307,2019-02-07,경상북도,영주시,837,5.6,-4.7,10.3,0.0,5.2,11.1,1.8,0.2,,,
414507,423308,2019-02-08,경상북도,영주시,837,4.0,-8.9,12.9,0.0,1.9,4.0,0.7,0.1,,,
414508,423309,2019-02-09,경상북도,영주시,837,2.0,-7.6,9.6,0.0,3.9,7.8,1.8,0.1,,,
414509,423310,2019-02-10,경상북도,영주시,837,2.7,-10.5,13.2,0.0,1.4,2.5,0.5,0.0,,,
414510,423311,2019-02-11,경상북도,영주시,837,3.3,-6.0,9.3,0.0,3.5,8.6,1.5,0.2,,,
414511,423312,2019-02-12,경상북도,영주시,837,6.2,-10.9,17.1,0.0,2.9,6.6,0.9,0.2,,,
414512,423313,2019-02-13,경상북도,영주시,837,4.8,-8.7,13.5,0.0,4.0,8.0,1.3,0.2,,,
414513,423314,2019-02-14,경상북도,영주시,837,7.1,-7.3,14.4,0.0,2.9,5.3,0.6,0.0,,,
414514,423315,2019-02-15,경상북도,영주시,837,8.1,-2.1,10.2,0.0,3.8,7.6,1.1,0.0,,,
414515,423316,2019-02-16,경상북도,영주시,837,3.7,-6.7,10.4,0.0,3.4,7.7,1.9,0.5,,,
414516,423317,2019-02-17,경상북도,영주시,837,7.2,-11.2,18.4,0.0,2.8,5.5,0.9,0.0,,,
414517,423318,2019-02-18,경상북도,영주시,837,8.1,-9.8,17.9,0.0,2.1,4.0,0.7,0.0,,,
414518,423319,2019-02-19,경상북도,영주시,837,2.9,-1.4,4.3,0.0,2.3,6.4,0.5,0.0,,,
414519,423320,2019-02-20,경상북도,영주시,837,5.5,-3.7,9.2,0.0,4.8,9.5,2.1,0.3,,,
414520,423321,2019-02-21,경상북도,영주시,837,10.1,-6.5,16.6,0.0,1.9,4.6,0.7,0.0,,,
414521,423322,2019-02-22,경상북도,영주시,837,11.6,-5.8,17.4,0.0,1.9,3.7,0.5,0.0,,,
414522,423323,2019-02-23,경상북도,영주시,837,13.6,-5.0,18.6,0.0,3.5,6.9,0.7,0.0,,,
414523,423324,2019-02-24,경상북도,영주시,837,14.7,-6.1,20.8,0.0,3.5,6.9,1.0,0.0,,,
414524,423325,2019-02-25,경상북도,영주시,837,14.8,-2.0,16.8,0.0,2.6,5.3,0.8,0.0,,,
414525,423326,2019-02-26,경상북도,영주시,837,13.8,-4.6,18.4,0.0,2.3,4.4,0.6,0.0,,,
414526,423327,2019-02-27,경상북도,영주시,837,12.7,1.0,11.7,0.0,2.6,5.1,0.7,0.0,,,
414527,423328,2019-02-28,경상북도,영주시,837,14.8,-2.4,17.2,0.0,2.8,5.6,1.1,0.0,,,
414528,423329,2019-03-01,경상북도,영주시,837,14.5,-4.6,19.1,0.0,3.0,5.4,0.8,0.1,,,
414529,423330,2019-03-02,경상북도,영주시,837,15.3,-5.1,20.4,0.0,2.8,6.3,0.8,0.0,,,
414530,423331,2019-03-03,경상북도,영주시,837,15.8,-2.9,18.7,0.0,2.2,4.1,0.6,0.0,,,
414531,423332,2019-03-04,경상북도,영주시,837,17.3,1.3,16.0,0.0,3.0,5.2,0.8,0.0,,,
414532,423333,2019-03-05,경상북도,영주시,837,14.9,-3.0,17.9,0.0,3.0,5.7,0.9,0.1,,,
414533,423334,2019-03-06,경상북도,영주시,837,16.0,1.8,14.2,0.0,3.1,5.8,0.9,0.1,,,
414534,423335,2019-03-07,경상북도,영주시,837,13.5,0.6,12.9,0.0,2.8,6.4,0.9,0.0,,,
414535,423336,2019-03-08,경상북도,영주시,837,15.6,-4.4,20.0,0.0,2.4,5.0,0.9,0.1,,,
414536,423337,2019-03-09,경상북도,영주시,837,16.6,-6.0,22.6,0.0,2.2,4.6,0.7,0.0,,,
414537,423338,2019-03-10,경상북도,영주시,837,12.9,1.1,11.8,0.0,3.1,6.8,0.8,0.1,,,
414538,423339,2019-03-11,경상북도,영주시,837,11.6,-1.9,13.5,0.0,2.6,5.1,0.8,0.1,,,
414539,423340,2019-03-12,경상북도,영주시,837,12.7,-0.2,12.9,0.0,5.3,11.0,2.4,0.7,,,
414540,423341,2019-03-13,경상북도,영주시,837,8.2,-2.5,10.7,0.0,5.6,12.6,2.7,0.9,,,
414541,423342,2019-03-14,경상북도,영주시,837,11.4,-6.7,18.1,0.0,2.9,6.8,1.2,0.1,,,
414542,423343,2019-03-15,경상북도,영주시,837,14.3,-3.4,17.7,0.0,5.7,10.3,1.2,0.1,,,
414543,423344,2019-03-16,경상북도,영주시,837,10.1,-3.1,13.2,0.0,2.6,5.0,0.8,0.1,,,
414544,423345,2019-03-17,경상북도,영주시,837,12.5,-3.2,15.7,0.0,4.1,8.0,1.2,0.2,,,
414545,423346,2019-03-18,경상북도,영주시,837,16.0,-6.0,22.0,0.0,3.0,5.3,1.0,0.1,,,
414546,423347,2019-03-19,경상북도,영주시,837,20.0,-2.0,22.0,0.0,3.2,7.2,0.9,0.1,,,
414547,423348,2019-03-20,경상북도,영주시,837,18.3,0.7,17.6,0.0,1.9,5.4,0.5,0.0,,,
414548,423349,2019-03-21,경상북도,영주시,837,13.7,3.4,10.3,0.0,4.9,10.3,1.8,0.0,,,
414549,423350,2019-03-22,경상북도,영주시,837,11.4,-2.4,13.8,0.0,3.7,5.6,1.7,0.1,,,
414550,423351,2019-03-23,경상북도,영주시,837,10.3,-4.4,14.7,0.5,4.7,7.4,1.3,0.1,,,
414551,423352,2019-03-24,경상북도,영주시,837,11.1,-5.9,17.0,0.0,3.5,5.9,1.3,0.2,,,
414552,423353,2019-03-25,경상북도,영주시,837,15.8,-4.4,20.2,0.0,2.5,5.0,1.0,0.0,,,
414553,423354,2019-03-26,경상북도,영주시,837,18.3,-1.4,19.7,0.0,4.9,8.0,1.6,0.1,,,
414554,423355,2019-03-27,경상북도,영주시,837,21.8,-1.2,23.0,0.0,5.9,10.4,1.9,0.3,,,
414555,423356,2019-03-28,경상북도,영주시,837,15.2,3.3,11.9,0.0,3.8,5.6,1.3,0.0,,,
414556,423357,2019-03-29,경상북도,영주시,837,19.3,0.2,19.1,0.0,3.2,5.8,0.8,0.0,,,
414557,423358,2019-03-30,경상북도,영주시,837,13.6,1.1,12.5,4.0,4.3,7.2,1.7,0.3,,,
414558,423359,2019-03-31,경상북도,영주시,837,6.0,0.6,5.4,0.0,3.6,6.4,1.7,0.7,,,
414559,423360,2019-04-01,경상북도,영주시,837,11.4,-2.2,13.6,0.0,4.7,7.4,2.1,0.6,,,
414560,423361,2019-04-02,경상북도,영주시,837,13.8,-5.1,18.9,0.0,3.8,6.9,1.3,0.2,,,
414561,423362,2019-04-03,경상북도,영주시,837,15.9,-4.0,19.9,0.0,3.5,6.0,1.6,0.3,,,
414562,423363,2019-04-04,경상북도,영주시,837,19.2,-3.4,22.6,0.0,3.9,7.3,1.4,0.3,,,
414563,423364,2019-04-05,경상북도,영주시,837,20.3,-0.7,21.0,0.0,4.7,8.0,1.9,0.3,,,
414564,423365,2019-04-06,경상북도,영주시,837,20.7,-1.0,21.7,0.0,2.2,4.2,0.9,0.0,,,
414565,423366,2019-04-07,경상북도,영주시,837,23.3,5.0,18.3,0.5,4.2,5.8,1.0,0.1,,,
414566,423367,2019-04-08,경상북도,영주시,837,20.1,0.3,19.8,0.0,4.7,7.2,1.5,0.0,,,
414567,423368,2019-04-09,경상북도,영주시,837,16.7,-0.3,17.0,27.5,5.5,7.8,1.5,0.0,,,
414568,423369,2019-04-10,경상북도,영주시,837,8.7,-0.3,9.0,8.5,1.5,2.2,0.3,0.0,,,
414569,423370,2019-04-11,경상북도,영주시,837,15.2,0.2,15.0,0.0,2.4,4.6,0.9,0.1,,,
414570,423371,2019-04-12,경상북도,영주시,837,19.9,2.7,17.2,0.0,3.0,4.8,0.9,0.0,,,
414571,423372,2019-04-13,경상북도,영주시,837,19.9,-0.1,20.0,0.0,3.0,4.6,1.0,0.1,,,
414572,423373,2019-04-14,경상북도,영주시,837,14.1,4.1,10.0,0.0,4.4,7.9,1.5,0.1,,,
414573,423374,2019-04-15,경상북도,영주시,837,20.6,-1.8,22.4,0.0,4.0,7.3,1.8,0.3,,,
414574,423375,2019-04-16,경상북도,영주시,837,24.9,-0.8,25.7,0.0,4.0,6.7,1.0,0.1,,,
414575,423376,2019-04-17,경상북도,영주시,837,26.2,6.0,20.2,0.0,3.3,5.6,1.0,0.1,,,
414576,423377,2019-04-18,경상북도,영주시,837,24.6,4.9,19.7,0.0,4.5,7.7,1.1,0.1,,,
414577,423378,2019-04-19,경상북도,영주시,837,13.5,3.0,10.5,0.0,3.3,6.3,1.3,0.2,,,
414578,423379,2019-04-20,경상북도,영주시,837,23.9,-1.1,25.0,0.0,3.1,5.2,1.3,0.1,,,
414579,423380,2019-04-21,경상북도,영주시,837,24.7,12.4,12.3,0.0,2.7,5.1,1.2,0.0,,,
414580,423381,2019-04-22,경상북도,영주시,837,27.8,7.7,20.1,0.0,4.1,6.3,1.2,0.0,,,
414581,423382,2019-04-23,경상북도,영주시,837,23.7,8.7,15.0,2.0,3.0,5.5,0.9,0.0,,,
414582,423383,2019-04-24,경상북도,영주시,837,23.0,13.8,9.2,13.5,2.4,4.1,0.6,0.0,,,
414583,423384,2019-04-25,경상북도,영주시,837,20.6,8.5,12.1,3.0,3.2,5.1,1.5,0.2,,,
414584,423385,2019-04-26,경상북도,영주시,837,12.9,5.6,7.3,6.5,2.5,4.5,0.5,0.0,,,
414585,423386,2019-04-27,경상북도,영주시,837,19.5,2.1,17.4,0.0,2.7,4.2,1.1,0.0,,,
414586,423387,2019-04-28,경상북도,영주시,837,16.3,5.6,10.7,0.0,1.5,2.9,0.5,0.0,,,
414587,423388,2019-04-29,경상북도,영주시,837,16.6,3.5,13.1,7.0,2.2,3.5,0.4,0.0,,,
414588,423389,2019-04-30,경상북도,영주시,837,21.7,9.3,12.4,0.0,2.9,5.0,1.0,0.0,,,
414589,423390,2019-05-01,경상북도,영주시,837,23.6,9.0,14.6,0.0,3.9,6.7,1.3,0.0,,,
414590,423391,2019-05-02,경상북도,영주시,837,25.6,6.5,19.1,0.0,3.2,6.3,1.2,0.1,,,
414591,423392,2019-05-03,경상북도,영주시,837,28.7,4.0,24.7,0.0,3.6,5.8,0.9,0.1,,,
414592,423393,2019-05-04,경상북도,영주시,837,28.8,5.3,23.5,0.0,3.2,5.8,0.9,0.1,,,
414593,423394,2019-05-05,경상북도,영주시,837,29.5,8.3,21.2,0.0,3.3,6.2,1.1,0.0,,,
414594,423395,2019-05-06,경상북도,영주시,837,21.0,4.4,16.6,0.0,3.5,5.7,1.1,0.1,,,
414595,423396,2019-05-07,경상북도,영주시,837,22.8,0.4,22.4,0.0,3.7,6.3,1.2,0.2,,,
414596,423397,2019-05-08,경상북도,영주시,837,25.1,3.4,21.7,0.0,3.2,5.7,1.2,0.3,,,
414597,423398,2019-05-09,경상북도,영주시,837,24.9,8.3,16.6,0.0,3.2,6.1,1.3,0.1,,,
414598,423399,2019-05-10,경상북도,영주시,837,29.3,3.6,25.7,0.0,2.8,4.9,0.8,0.0,,,
414599,423400,2019-05-11,경상북도,영주시,837,30.6,7.5,23.1,0.0,2.6,5.0,0.8,0.0,,,
414600,423401,2019-05-12,경상북도,영주시,837,28.6,8.1,20.5,0.0,2.6,4.5,0.8,0.1,,,
414601,423402,2019-05-13,경상북도,영주시,837,26.8,15.5,11.3,0.0,2.1,3.6,0.9,0.3,,,
414602,423403,2019-05-14,경상북도,영주시,837,28.8,10.4,18.4,0.0,3.0,4.8,1.0,0.2,,,
414603,423404,2019-05-15,경상북도,영주시,837,28.9,10.1,18.8,0.0,3.0,5.4,0.9,0.2,,,
414604,423405,2019-05-16,경상북도,영주시,837,30.9,12.0,18.9,0.0,2.4,4.7,0.8,0.1,,,
414605,423406,2019-05-17,경상북도,영주시,837,30.0,12.4,17.6,0.0,3.6,5.8,0.8,0.1,,,
414606,423407,2019-05-18,경상북도,영주시,837,20.9,14.4,6.5,9.5,1.6,3.5,0.6,0.2,,,
414607,423408,2019-05-19,경상북도,영주시,837,23.8,13.9,9.9,4.5,2.9,4.7,0.7,0.1,,,
414608,423409,2019-05-20,경상북도,영주시,837,21.5,10.3,11.2,8.5,3.9,7.2,1.6,0.0,,,
414609,423410,2019-05-21,경상북도,영주시,837,24.7,3.7,21.0,0.0,3.8,7.2,1.4,0.2,,,
414610,423411,2019-05-22,경상북도,영주시,837,28.4,5.6,22.8,0.0,3.6,6.8,1.2,0.1,,,
414611,423412,2019-05-23,경상북도,영주시,837,29.9,7.2,22.7,0.0,3.2,5.9,1.0,0.1,,,
414612,423413,2019-05-24,경상북도,영주시,837,32.6,8.3,24.3,0.0,2.5,4.5,0.8,0.2,,,
414613,423414,2019-05-25,경상북도,영주시,837,31.5,14.2,17.3,0.0,3.3,5.6,1.1,0.2,,,
414614,423415,2019-05-26,경상북도,영주시,837,32.8,12.2,20.6,0.0,3.6,6.2,1.0,0.2,,,
414615,423416,2019-05-27,경상북도,영주시,837,19.1,14.3,4.8,36.0,4.0,5.7,1.0,0.1,,,
414616,423417,2019-05-28,경상북도,영주시,837,24.3,11.0,13.3,0.0,2.8,4.8,1.4,0.2,,,
414617,423418,2019-05-29,경상북도,영주시,837,27.5,6.8,20.7,0.0,3.5,6.3,1.5,0.4,,,
414618,423419,2019-05-30,경상북도,영주시,837,27.3,8.1,19.2,0.0,3.1,5.6,1.0,0.3,,,
414619,423420,2019-05-31,경상북도,영주시,837,25.8,13.1,12.7,0.0,3.4,5.6,1.6,0.5,,,
414620,423421,2019-06-01,경상북도,영주시,837,25.8,8.1,17.7,0.0,3.1,5.8,1.0,0.1,,,
414621,423422,2019-06-02,경상북도,영주시,837,30.0,9.8,20.2,0.0,3.1,5.1,0.9,0.0,,,
415048,423849,2020-08-02,경상북도,영주시,837,28.1,22.4,5.7,,2.3,12.0,0.5,0.0,99.5,96.6,82.2
415074,423875,2020-08-28,경상북도,영주시,837,30.8,23.5,7.3,24.0,0.0,,0.0,0.0,99.5,91.0,70.3
415081,423882,2020-09-04,경상북도,영주시,837,27.1,15.8,11.3,0.0,0.0,,0.0,0.0,99.5,84.5,49.8
415082,423883,2020-09-05,경상북도,영주시,837,22.7,16.4,6.3,0.0,0.0,,,,99.5,93.4,78.8
415083,423884,2020-09-06,경상북도,영주시,837,22.7,16.5,6.2,11.5,0.2,,,,99.5,97.2,79.5
415084,423885,2020-09-07,경상북도,영주시,837,22.8,16.8,6.0,32.0,0.0,,,,99.5,98.8,90.3
415260,424061,2021-03-02,경상북도,영주시,837,5.8,-2.3,8.1,,1.2,3.2,0.2,0.0,99.6,86.3,58.1
418925,427726,2019-03-16,경상북도,상주시,137,11.5,1.2,10.3,,4.8,8.8,2.2,0.8,81.6,62.2,41.0
419992,428793,2022-02-15,경상북도,상주시,137,1.6,-6.0,7.6,,6.9,13.2,4.2,2.8,71.0,55.0,44.2
420240,429041,2022-10-21,경상북도,상주시,137,17.7,5.5,12.2,,2.8,6.1,1.0,0.1,91.4,65.3,39.9
424662,433463,2022-11-30,경상북도,경산시,827,6.8,-2.8,9.6,0.0,6.8,12.8,3.8,1.8,,,
424663,433464,2022-12-01,경상북도,경산시,827,2.4,-3.3,5.7,0.0,4.6,9.9,2.5,0.6,,,
424664,433465,2022-12-02,경상북도,경산시,827,5.0,-2.9,7.9,0.0,3.7,7.9,1.6,0.1,,,
424665,433466,2022-12-03,경상북도,경산시,827,11.1,-3.5,14.6,0.0,2.6,5.1,0.8,0.0,,,
424666,433467,2022-12-04,경상북도,경산시,827,6.6,1.0,5.6,0.0,5.4,11.1,2.6,1.0,,,
424667,433468,2022-12-05,경상북도,경산시,827,6.0,-1.1,7.1,0.0,3.7,7.1,2.0,0.7,,,
427795,436596,2019-06-30,경상북도,청송군,276,27.8,19.5,8.3,,3.5,4.7,1.4,0.0,99.0,88.4,69.6
428596,437397,2021-09-08,경상북도,청송군,276,28.8,17.1,11.7,,3.6,6.4,2.0,0.2,96.7,82.7,57.2
428603,437404,2021-09-15,경상북도,청송군,276,25.6,16.1,9.5,,6.2,11.5,3.0,0.6,88.0,68.9,50.0
428604,437405,2021-09-16,경상북도,청송군,276,24.6,13.8,10.8,,4.2,6.9,1.6,0.0,99.1,82.9,61.0
428667,437468,2021-11-18,경상북도,청송군,276,15.8,-2.0,17.8,,4.7,8.8,1.4,0.0,98.6,80.5,53.8
428668,437469,2021-11-19,경상북도,청송군,276,17.4,0.4,17.0,,5.1,9.7,1.8,0.0,99.9,83.8,48.9
428675,437476,2021-11-26,경상북도,청송군,276,10.1,-3.2,13.3,,6.2,11.4,2.3,0.1,84.5,53.4,18.3
428676,437477,2021-11-27,경상북도,청송군,276,11.9,-6.4,18.3,,2.4,4.5,0.7,0.1,97.6,68.9,18.7
428677,437478,2021-11-28,경상북도,청송군,276,12.2,-6.7,18.9,,4.1,7.5,1.1,0.1,97.2,69.2,25.2
428678,437479,2021-11-29,경상북도,청송군,276,14.9,-6.6,21.5,,3.4,5.4,1.0,0.0,96.9,66.8,24.0
428680,437481,2021-12-01,경상북도,청송군,276,2.4,-4.8,7.2,,9.7,19.8,5.4,1.8,65.9,43.3,27.1
428683,437484,2021-12-04,경상북도,청송군,276,7.1,-7.0,14.1,,6.4,13.2,2.8,0.6,92.3,59.1,35.5
428684,437485,2021-12-05,경상북도,청송군,276,13.0,-7.4,20.4,,3.4,5.4,0.7,0.0,98.3,80.2,37.6
428686,437487,2021-12-07,경상북도,청송군,276,13.6,-2.5,16.1,,4.1,7.6,1.2,0.2,93.5,74.5,28.4
428687,437488,2021-12-08,경상북도,청송군,276,13.5,-2.4,15.9,,2.5,4.4,0.7,0.0,94.2,79.5,40.5
428688,437489,2021-12-09,경상북도,청송군,276,12.9,-3.0,15.9,,3.5,5.4,0.8,0.0,95.7,80.9,46.7
428689,437490,2021-12-10,경상북도,청송군,276,12.2,-0.9,13.1,,3.5,6.3,1.1,0.0,96.7,80.9,53.8
428690,437491,2021-12-11,경상북도,청송군,276,12.2,0.9,11.3,,3.3,6.3,0.9,0.2,93.8,77.8,50.1
428691,437492,2021-12-12,경상북도,청송군,276,9.4,-3.0,12.4,,7.7,13.8,3.7,1.0,82.9,50.8,26.5
428692,437493,2021-12-13,경상북도,청송군,276,4.0,-8.0,12.0,,5.4,8.5,2.6,0.1,64.7,41.3,13.0
428694,437495,2021-12-15,경상북도,청송군,276,12.3,-1.9,14.2,,5.4,9.5,1.4,0.0,96.4,76.3,42.9
428695,437496,2021-12-16,경상북도,청송군,276,10.3,-1.7,12.0,,4.2,9.4,1.0,0.0,97.7,79.4,41.1
428696,437497,2021-12-17,경상북도,청송군,276,5.4,-9.3,14.7,,11.1,22.6,5.9,2.8,58.5,35.0,14.3
428697,437498,2021-12-18,경상북도,청송군,276,0.2,-13.5,13.7,,6.0,12.7,2.7,0.2,74.7,47.1,26.4
428699,437500,2021-12-20,경상북도,청송군,276,10.0,-7.2,17.2,,5.2,11.4,1.6,0.0,85.5,67.8,43.6
428700,437501,2021-12-21,경상북도,청송군,276,12.2,-2.9,15.1,,5.6,9.5,1.7,0.0,95.5,74.2,41.0
428701,437502,2021-12-22,경상북도,청송군,276,11.1,-6.8,17.9,,3.0,4.3,0.7,0.0,95.0,66.9,21.1
428702,437503,2021-12-23,경상북도,청송군,276,8.3,-8.8,17.1,,4.8,7.9,0.9,0.0,90.4,68.0,26.9
428703,437504,2021-12-24,경상북도,청송군,276,7.8,-5.2,13.0,,5.3,9.4,1.7,0.0,87.2,66.0,40.2
428704,437505,2021-12-25,경상북도,청송군,276,0.0,-11.8,11.8,,6.7,12.7,4.2,2.5,63.2,36.5,14.6
428705,437506,2021-12-26,경상북도,청송군,276,-5.5,-14.8,9.3,,6.8,13.0,3.9,2.6,51.6,34.0,17.8
428706,437507,2021-12-27,경상북도,청송군,276,0.3,-12.0,12.3,,6.9,11.9,3.9,2.1,72.2,41.9,22.8
428707,437508,2021-12-28,경상북도,청송군,276,5.6,-10.6,16.2,,5.8,9.5,2.0,0.3,93.2,67.4,39.8
430769,439570,2021-08-21,경상북도,영양군,801,25.1,19.7,5.4,,4.0,7.9,1.5,0.0,99.2,98.4,92.3
431814,440615,2018-07-02,경상북도,영덕군,844,24.9,23.7,1.2,,2.0,3.5,,,93.0,93.0,93.0
432384,441185,2020-01-23,경상북도,영덕군,844,10.1,3.5,6.6,,3.3,7.4,1.0,0.0,100.0,93.2,74.5
434382,443183,2019-07-14,경상북도,청도군,813,30.2,20.2,10.0,1.5,3.8,5.8,1.4,0.0,,,
434383,443184,2019-07-15,경상북도,청도군,813,28.4,20.5,7.9,21.0,4.3,8.1,1.0,0.0,,,
434384,443185,2019-07-16,경상북도,청도군,813,28.9,20.4,8.5,6.0,3.7,5.6,1.2,0.1,,,
434385,443186,2019-07-17,경상북도,청도군,813,29.3,19.0,10.3,0.0,3.6,5.8,1.3,0.2,,,
434388,443189,2019-07-20,경상북도,청도군,813,25.7,22.2,3.5,132.5,6.3,12.2,2.5,0.4,,,
434389,443190,2019-07-21,경상북도,청도군,813,27.9,23.0,4.9,44.5,7.1,12.5,3.1,0.3,,,
434575,443376,2020-01-23,경상북도,청도군,813,9.7,2.8,6.9,,1.8,2.3,0.5,0.0,97.9,93.0,78.3
435556,444357,2022-09-30,경상북도,청도군,813,29.7,11.7,18.0,,3.1,3.8,0.9,0.2,97.7,77.4,33.3
436008,444809,2023-12-27,경상북도,청도군,813,11.9,-3.3,15.2,0.0,3.4,,0.0,0.0,94.6,70.6,28.3
437470,446271,2022-01-02,경상북도,고령군,812,8.4,-6.7,15.1,0.0,0.8,4.1,,,71.7,44.9,28.1
437471,446272,2022-01-03,경상북도,고령군,812,6.9,-8.6,15.5,0.0,2.4,5.6,,,83.2,47.6,19.5
441019,449820,2019-09-22,경상북도,칠곡군,825,18.2,15.7,2.5,,5.2,14.6,3.2,2.4,98.8,95.7,83.2
444233,453034,2022-07-11,경상북도,예천군,815,27.1,22.4,4.7,,3.2,4.3,0.7,0.1,98.0,91.2,77.1
444304,453105,2022-09-20,경상북도,예천군,815,23.9,12.1,11.8,0.0,1.5,,0.6,0.6,92.1,72.8,41.0
444305,453106,2022-09-21,경상북도,예천군,815,24.0,9.2,14.8,0.0,0.2,,,,96.9,70.9,36.6
444770,453571,2023-10-30,경상북도,예천군,815,,,,0.0,1.4,1.8,0.6,0.1,93.6,93.6,93.6
446543,455344,2018-07-04,경상북도,울진군,130,27.2,19.9,7.3,21.3,5.8,9.9,3.2,0.5,,,
448520,457321,2023-12-02,경상북도,울진군,130,10.5,-1.9,12.4,0.0,4.5,,1.6,0.0,57.3,39.3,30.4
449077,457878,2019-06-12,경상북도,울릉군,115,16.2,14.0,2.2,0.0,5.5,7.9,3.0,0.4,,,
449107,457908,2019-07-12,경상북도,울릉군,115,23.5,18.7,4.8,0.0,8.9,16.9,3.4,0.6,,,
449108,457909,2019-07-13,경상북도,울릉군,115,25.2,20.1,5.1,0.0,5.4,8.1,2.5,0.7,,,
