지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%)
417,금천,2024-05-20 12:00,22.7,237.5,3.2,0,1010.4,1015.6,58
417,금천,2024-05-20 13:00,22.9,218.5,2.1,0,1009.9,1015.1,62
417,금천,2024-05-20 14:00,21.3,245.9,2.9,0,1009.7,1014.9,68
417,금천,2024-05-20 15:00,21,241.9,3,0,1009.6,1014.8,72
417,금천,2024-05-20 16:00,21.5,253,2.6,0,1009.6,1014.8,69
417,금천,2024-05-20 17:00,20.9,217.4,2.2,0,1009.9,1015.1,72
417,금천,2024-05-20 18:00,20.3,213.9,2.4,0,1010.2,1015.5,74
417,금천,2024-05-20 19:00,19.6,226.4,2.8,0,1010.4,1015.6,74
417,금천,2024-05-20 20:00,18.8,247.6,2.2,0,1011.1,1016.4,78
417,금천,2024-05-20 21:00,17.7,224,1.7,0,1011.8,1017.1,84
417,금천,2024-05-20 22:00,17.1,226.9,1.7,0,1012.3,1017.6,86
417,금천,2024-05-20 23:00,17,208.3,1.1,0,1012.7,1018,87
417,금천,2024-05-21 00:00,16.6,222.9,1.3,0,1012.8,1018.1,89
417,금천,2024-05-21 01:00,16.3,218.1,1.2,0,1012.7,1018,90
417,금천,2024-05-21 02:00,16.2,227.3,1.6,0,1012.5,1017.8,91
417,금천,2024-05-21 03:00,16.7,203.3,.5,0,1012.7,1018,88
417,금천,2024-05-21 04:00,16.7,0,.2,0,1012.5,1017.8,89
417,금천,2024-05-21 05:00,16.7,250,1.3,0,1012.8,1018.1,89
417,금천,2024-05-21 06:00,17,230.2,.6,0,1013.5,1018.8,87
417,금천,2024-05-21 07:00,17.9,336.4,.6,0,1014.1,1019.4,83
417,금천,2024-05-21 08:00,19.5,65.1,.8,0,1014.5,1019.8,77
417,금천,2024-05-21 09:00,20.1,196.7,1.3,0,1014.7,1020,73
417,금천,2024-05-21 10:00,21.1,269.9,1.8,0,1014.5,1019.8,70
417,금천,2024-05-21 11:00,23.8,174.7,1,0,1014.4,1019.6,56
417,금천,2024-05-21 12:00,24.3,69,1.5,0,1013.9,1019.1,52
417,금천,2024-05-21 13:00,26.5,229.2,1.5,0,1013.2,1018.3,47
417,금천,2024-05-21 14:00,27,269.6,1.5,0,1012.5,1017.6,41
417,금천,2024-05-21 15:00,28.1,143.7,1.3,0,1012,1017.1,36
417,금천,2024-05-21 16:00,28.1,150.1,2,0,1011.3,1016.4,32
417,금천,2024-05-21 17:00,25.7,263.6,2.4,0,1011.3,1016.5,53
417,금천,2024-05-21 18:00,25.7,212,2.4,0,1011.4,1016.6,55
417,금천,2024-05-21 19:00,24.1,244.9,2.2,0,1011.8,1017,59
417,금천,2024-05-21 20:00,22.4,209.6,2.5,0,1012.2,1017.4,67
417,금천,2024-05-21 21:00,21.3,213.7,1.2,0,1013.2,1018.4,71
417,금천,2024-05-21 22:00,20.2,200.9,1.4,0,1013.6,1018.9,75
417,금천,2024-05-21 23:00,19.4,231.7,1.5,0,1013.6,1018.9,78
417,금천,2024-05-22 00:00,18.3,228,1.6,0,1013.6,1018.9,83
499,중면,2024-05-16 01:00,6.6,0,0,0,1005.7,1012.3,96
499,중면,2024-05-16 02:00,6.3,0,.2,0,1005.5,1012.1,96
499,중면,2024-05-16 03:00,6.5,103.4,.5,0,1005.3,1011.9,96
499,중면,2024-05-16 04:00,6.6,0,.4,0,1005.2,1011.8,96
499,중면,2024-05-16 05:00,5.1,340.4,1,0,1004.8,1011.4,96
499,중면,2024-05-16 06:00,5.3,351.5,.8,0,1005,1011.6,97
499,중면,2024-05-16 07:00,7.6,0,.4,0,1004.9,1011.4,91
499,중면,2024-05-16 08:00,10.4,138,.7,0,1005.1,1011.6,75
499,중면,2024-05-16 09:00,12,94.7,1.1,0,1004.8,1011.2,68
499,중면,2024-05-16 10:00,15.5,303.9,1.5,0,1004.1,1010.5,59
499,중면,2024-05-16 11:00,17.5,265.8,2.1,0,1003.4,1009.7,46
499,중면,2024-05-16 12:00,18.6,245.3,3.5,0,1002.5,1008.7,42
499,중면,2024-05-16 13:00,19.4,302.8,2.3,0,1001.8,1008,37
499,중면,2024-05-16 14:00,20.2,256.2,2.3,0,1001.1,1007.3,32
499,중면,2024-05-16 15:00,20.9,260.2,3.8,0,1000.9,1007.1,28
499,중면,2024-05-16 16:00,20.7,283.9,4,0,1000.9,1007.1,24
499,중면,2024-05-16 17:00,20.6,254,3.3,0,1000.9,1007.1,26
499,중면,2024-05-16 18:00,19.5,273.2,2.2,0,1001.2,1007.4,31
499,중면,2024-05-16 19:00,16.7,237.6,3.3,0,1002.2,1008.5,48
499,중면,2024-05-16 20:00,13.2,0,.3,0,1003.1,1009.5,60
499,중면,2024-05-16 21:00,11.7,0,.2,0,1004,1010.4,69
499,중면,2024-05-16 22:00,10.1,0,.3,0,1004.3,1010.8,80
499,중면,2024-05-16 23:00,9.2,0,.2,0,1005,1011.5,85
499,중면,2024-05-17 00:00,8.3,0,.1,0,1005.3,1011.8,91
499,중면,2024-05-17 01:00,7.5,75.9,.5,0,1005.5,1012.1,94
499,중면,2024-05-17 02:00,6.7,0,0,0,1005.8,1012.4,94
499,중면,2024-05-17 03:00,6.3,0,0,0,1006.1,1012.7,95
499,중면,2024-05-17 04:00,5.9,0,0,0,1006.3,1012.9,96
499,중면,2024-05-17 05:00,5.4,0,0,0,1006.8,1013.4,96
499,중면,2024-05-17 06:00,5.4,0,0,0,1007.6,1014.2,98
499,중면,2024-05-17 07:00,7.7,239.4,.7,0,1008,1014.6,91
499,중면,2024-05-17 08:00,10.2,0,.4,0,1008.4,1014.9,83
499,중면,2024-05-17 09:00,14.7,147.5,.6,0,1008.6,1015,71
499,중면,2024-05-17 10:00,17.8,134,1.1,0,1008.4,1014.7,62
499,중면,2024-05-17 11:00,19.5,171.5,2.2,0,1008.4,1014.6,60
499,중면,2024-05-17 12:00,21.4,167.2,2.2,0,1007.9,1014.1,57
499,중면,2024-05-17 13:00,23.1,237.7,2.5,0,1007.4,1013.6,52
499,중면,2024-05-17 14:00,23.7,229.1,3,0,1007,1013.1,46
499,중면,2024-05-17 15:00,24.2,210.5,3.9,0,1006.9,1013,48
499,중면,2024-05-17 16:00,23.6,221.3,4,0,1006.7,1012.8,45
499,중면,2024-05-17 17:00,22.9,247.4,3.4,0,1006.9,1013.1,50
499,중면,2024-05-17 18:00,21.9,235.9,2.6,0,1007.1,1013.3,56
499,중면,2024-05-17 19:00,20.6,255,1.6,0,1007.5,1013.7,54
499,중면,2024-05-17 20:00,16.7,81.4,.5,0,1008.2,1014.5,72
499,중면,2024-05-17 21:00,15.3,0,.3,0,1009.3,1015.7,84
499,중면,2024-05-17 22:00,14.1,0,0,0,1010.3,1016.7,88
499,중면,2024-05-17 23:00,13.2,193.7,.5,0,1010.8,1017.2,92
499,중면,2024-05-18 00:00,12.3,0,.1,0,1010.8,1017.3,95
499,중면,2024-05-18 01:00,11.8,0,.2,0,1010.8,1017.3,95
499,중면,2024-05-18 02:00,11.5,0,0,0,1010.8,1017.3,96
499,중면,2024-05-18 03:00,11.6,0,.3,0,1011,1017.5,96
499,중면,2024-05-18 04:00,12,0,.2,0,1011,1017.5,95
499,중면,2024-05-18 05:00,12.3,0,0,0,1011.4,1017.9,95
499,중면,2024-05-18 06:00,12.8,0,0,0,1011.6,1018.1,95
499,중면,2024-05-18 07:00,13.6,0,.2,0,1012.1,1018.5,92
499,중면,2024-05-18 08:00,15.7,0,.2,0,1012.3,1018.7,86
499,중면,2024-05-18 09:00,18.1,254.1,.7,0,1012.4,1018.7,77
499,중면,2024-05-18 10:00,20.9,111.7,1,0,1012.2,1018.5,66
499,중면,2024-05-18 11:00,22.6,215.7,1.8,0,1012,1018.2,62
499,중면,2024-05-18 12:00,22.8,265.6,2,0,1011.3,1017.5,58
499,중면,2024-05-18 13:00,24.7,236.7,2.8,0,1010.5,1016.6,51
499,중면,2024-05-18 14:00,25.5,241.5,3.4,0,1010,1016.2,49
499,중면,2024-05-18 15:00,25.6,267.4,3.7,0,1009.4,1015.5,50
499,중면,2024-05-18 16:00,25.2,250.9,2.9,0,1009.2,1015.4,51
499,중면,2024-05-18 17:00,24.3,253.9,2.8,0,1009.2,1015.3,56
499,중면,2024-05-18 18:00,23,261.1,2.5,0,1009.5,1015.7,58
499,중면,2024-05-18 19:00,21.4,265.3,2,0,1009.8,1016,63
499,중면,2024-05-18 20:00,19.1,224.2,.5,0,1010.4,1016.7,77
499,중면,2024-05-18 21:00,17.8,0,0,0,1011.4,1017.7,85
499,중면,2024-05-18 22:00,16.8,38.5,.6,0,1011.8,1018.2,89
499,중면,2024-05-18 23:00,15.9,0,0,0,1011.9,1018.3,92
499,중면,2024-05-19 00:00,14.6,0,0,0,1011.9,1018.3,94
499,중면,2024-05-19 01:00,14,0,.1,0,1011.6,1018,96
499,중면,2024-05-19 02:00,13.4,0,0,0,1011.3,1017.7,97
499,중면,2024-05-19 03:00,12.6,0,0,0,1010.8,1017.3,98
499,중면,2024-05-19 04:00,12.5,0,0,0,1010.6,1017.1,98
499,중면,2024-05-19 05:00,12.1,0,0,0,1010.8,1017.3,98
499,중면,2024-05-19 06:00,12.5,0,0,0,1010.8,1017.3,98
499,중면,2024-05-19 07:00,12.8,129.8,.5,0,1011,1017.5,98
499,중면,2024-05-19 08:00,14.2,224.3,.6,0,1011.1,1017.5,98
499,중면,2024-05-19 09:00,19.7,265.3,.8,0,1010.7,1016.9,80
499,중면,2024-05-19 10:00,21.6,141.3,1.1,0,1010.1,1016.3,64
499,중면,2024-05-19 11:00,23.6,156.4,1.4,0,1009.9,1016.1,59
499,중면,2024-05-19 12:00,25.5,164.5,1.4,0,1009.5,1015.7,56
499,중면,2024-05-19 13:00,25.9,264.7,1.7,0,1008.8,1014.9,42
499,중면,2024-05-19 14:00,26.9,220.5,2.2,0,1007.6,1013.7,41
499,중면,2024-05-19 15:00,27.2,224.3,2.4,0,1007.1,1013.2,36
499,중면,2024-05-19 16:00,27.3,256.1,2.6,0,1007,1013.1,43
499,중면,2024-05-19 17:00,26.1,233.7,3.4,0,1007,1013.1,40
499,중면,2024-05-19 18:00,24.5,237.1,2.4,0,1007,1013.1,44
499,중면,2024-05-19 19:00,21.5,260.3,.8,0,1007.3,1013.5,57
499,중면,2024-05-19 20:00,18.9,0,.2,0,1008.3,1014.6,67
499,중면,2024-05-19 21:00,17.4,0,.1,0,1009.1,1015.4,80
499,중면,2024-05-19 22:00,16.9,300.4,.5,0,1009.1,1015.4,86
499,중면,2024-05-19 23:00,16,1.1,.7,0,1008.3,1014.7,90
499,중면,2024-05-20 00:00,15.2,0,.2,0,1007.9,1014.3,93
499,중면,2024-05-20 01:00,15.2,83.9,.6,0,1007,1013.4,94
499,중면,2024-05-20 02:00,14.9,110,.8,0,1007.8,1014.2,94
499,중면,2024-05-20 03:00,15.4,0,.2,0,1007.6,1014,93
499,중면,2024-05-20 04:00,15.3,0,0,0,1007.9,1014.3,94
499,중면,2024-05-20 05:00,15.4,38.8,.7,0,1008.1,1014.5,95
499,중면,2024-05-20 06:00,15.4,0,.4,.5,1008.7,1015.1,96
499,중면,2024-05-20 07:00,15.9,0,.2,0,1009.2,1015.6,94
499,중면,2024-05-20 08:00,16.4,0,0,0,1009.6,1016,94
499,중면,2024-05-20 09:00,16.9,0,.3,0,1009.8,1016.1,92
499,중면,2024-05-20 10:00,17.5,85.8,.6,0,1009.7,1016,88
499,중면,2024-05-20 11:00,19.6,183.3,1.1,0,1009.2,1015.4,77
499,중면,2024-05-20 12:00,20.2,34.4,.7,0,1009.3,1015.6,78
499,중면,2024-05-20 13:00,21,230.4,.5,0,1008.7,1014.9,73
499,중면,2024-05-20 14:00,21,232.1,2.6,0,1008.4,1014.6,74
499,중면,2024-05-20 15:00,20.9,238.7,2.3,0,1008.2,1014.4,71
499,중면,2024-05-20 16:00,20.8,225.6,2.7,0,1008.4,1014.6,72
499,중면,2024-05-20 17:00,20.2,245.5,2.2,0,1008.7,1015,75
499,중면,2024-05-20 18:00,20,254.8,1.4,0,1009.2,1015.5,76
499,중면,2024-05-20 19:00,19.5,225.3,.8,0,1009.6,1015.8,79
499,중면,2024-05-20 20:00,18.5,299.1,.9,0,1010.2,1016.5,83
499,중면,2024-05-20 21:00,17.4,0,0,0,1010.9,1017.2,88
499,중면,2024-05-20 22:00,16.9,0,.1,0,1011.5,1017.8,92
499,중면,2024-05-20 23:00,16,0,.2,0,1011.7,1018.1,95
499,중면,2024-05-21 00:00,16.2,0,0,0,1012.1,1018.5,93
499,중면,2024-05-21 01:00,15.7,39.4,1.7,0,1011.9,1018.3,96
499,중면,2024-05-21 02:00,15.1,46.8,1.8,0,1012,1018.4,95
499,중면,2024-05-21 03:00,15.8,4.2,1.3,0,1012.1,1018.5,86
499,중면,2024-05-21 04:00,13.8,79.8,1.1,0,1012.2,1018.6,93
499,중면,2024-05-21 05:00,12.8,0,0,0,1012.6,1019.1,96
499,중면,2024-05-21 06:00,13,0,0,0,1013.3,1019.8,96
499,중면,2024-05-21 07:00,15.2,0,.3,0,1014,1020.4,86
499,중면,2024-05-21 08:00,18.1,139.1,1.2,0,1014.1,1020.4,75
499,중면,2024-05-21 09:00,20.8,122.2,1.4,0,1014.4,1020.7,66
499,중면,2024-05-21 10:00,21.4,185.5,1.2,0,1013.9,1020.2,62
499,중면,2024-05-21 11:00,23.1,280.8,2.3,0,1013.8,1020,57
499,중면,2024-05-21 12:00,23.7,129.9,1.3,0,1013.4,1019.6,53
499,중면,2024-05-21 13:00,25,195.2,1.1,0,1012.6,1018.8,49
499,중면,2024-05-21 14:00,26.5,236.8,2.1,0,1011.8,1017.9,44
499,중면,2024-05-21 15:00,27.1,261.2,1.8,0,1011.2,1017.3,42
499,중면,2024-05-21 16:00,27.8,260.1,1.7,0,1010.5,1016.6,39
499,중면,2024-05-21 17:00,27.3,170.9,1,0,1010.3,1016.4,39
499,중면,2024-05-21 18:00,25.7,315.8,.9,0,1010.1,1016.2,46
499,중면,2024-05-21 19:00,22.7,354.7,1.1,0,1010.5,1016.7,61
499,중면,2024-05-21 20:00,20.6,0,.1,0,1011.1,1017.4,71
499,중면,2024-05-21 21:00,19.5,0,.2,0,1011.9,1018.2,84
499,중면,2024-05-21 22:00,18.2,0,.2,0,1012.5,1018.8,90
499,중면,2024-05-21 23:00,16.7,0,0,0,1012.6,1019,93
499,중면,2024-05-22 00:00,16.1,0,0,0,1012.6,1019,94
506,파주금촌,2024-05-16 01:00,7.2,2,.7,0,1010.9,1012.5,92
506,파주금촌,2024-05-16 02:00,7.1,105.2,1.5,0,1010.5,1012.1,95
506,파주금촌,2024-05-16 03:00,7,270,1.5,0,1010.4,1012,96
506,파주금촌,2024-05-16 04:00,7.4,272.1,2.8,0,1010.3,1011.9,88
506,파주금촌,2024-05-16 05:00,6,309.8,.6,0,1009.9,1011.5,96
506,파주금촌,2024-05-16 06:00,6.2,0,.4,0,1009.9,1011.5,96
506,파주금촌,2024-05-16 07:00,9.4,82,.7,0,1010,1011.6,83
506,파주금촌,2024-05-16 08:00,11.1,90,1,0,1010,1011.6,77
506,파주금촌,2024-05-16 09:00,12.1,130.8,1.4,0,1009.9,1011.4,69
506,파주금촌,2024-05-16 10:00,14,261.6,3.1,0,1009.7,1011.2,64
506,파주금촌,2024-05-16 11:00,15.9,264.6,3.9,0,1008.9,1010.4,58
506,파주금촌,2024-05-16 12:00,17.7,268.9,4.6,0,1008.2,1009.7,52
506,파주금촌,2024-05-16 13:00,18.6,281.5,4.1,0,1007.6,1009.1,49
506,파주금촌,2024-05-16 14:00,18.9,263.2,4.3,0,1006.9,1008.4,46
506,파주금촌,2024-05-16 15:00,19.1,259.3,3.7,0,1006.6,1008.1,41
506,파주금촌,2024-05-16 16:00,19.3,242.5,3.1,0,1006.5,1008,41
506,파주금촌,2024-05-16 17:00,18.6,250.1,3.5,0,1006.7,1008.2,39
506,파주금촌,2024-05-16 18:00,17.6,252.6,4.7,0,1006.9,1008.4,38
506,파주금촌,2024-05-16 19:00,16.2,244,2.9,0,1007.6,1009.1,51
506,파주금촌,2024-05-16 20:00,14.8,240.7,1.2,0,1008.3,1009.8,58
506,파주금촌,2024-05-16 21:00,13.2,247.1,1,0,1008.9,1010.4,73
506,파주금촌,2024-05-16 22:00,12.2,103.8,1.3,0,1009.5,1011,76
506,파주금촌,2024-05-16 23:00,10.9,89.1,.5,0,1009.7,1011.3,81
506,파주금촌,2024-05-17 00:00,10.5,75.3,1.1,0,1009.9,1011.5,83
506,파주금촌,2024-05-17 01:00,9.4,0,.3,0,1010.3,1011.9,89
506,파주금촌,2024-05-17 02:00,9.1,0,.3,0,1010.4,1012,88
506,파주금촌,2024-05-17 03:00,9.2,81.6,.8,0,1010.8,1012.4,90
506,파주금촌,2024-05-17 04:00,9.1,65.8,1.4,0,1011,1012.6,94
506,파주금촌,2024-05-17 05:00,9.1,88.4,.8,0,1011.2,1012.8,95
506,파주금촌,2024-05-17 06:00,10,84.3,1.1,0,1011.9,1013.5,94
506,파주금촌,2024-05-17 07:00,11.6,80,1.6,0,1012.3,1013.9,88
506,파주금촌,2024-05-17 08:00,15,89.6,2.1,0,1012.6,1014.1,82
506,파주금촌,2024-05-17 09:00,18.2,170.5,2.7,0,1012.9,1014.4,70
506,파주금촌,2024-05-17 10:00,18.5,172,3.4,0,1013,1014.5,67
506,파주금촌,2024-05-17 11:00,20.9,210.1,2,0,1013.2,1014.7,58
506,파주금촌,2024-05-17 12:00,22.5,172.4,2.2,0,1012.8,1014.3,55
506,파주금촌,2024-05-17 13:00,22.7,246.3,3.1,0,1012.3,1013.8,52
506,파주금촌,2024-05-17 14:00,22.1,237.8,3.3,0,1012.2,1013.7,53
506,파주금촌,2024-05-17 15:00,23.3,245,3.6,0,1012.3,1013.8,54
506,파주금촌,2024-05-17 16:00,22.5,208.9,2.8,0,1012.2,1013.7,54
506,파주금촌,2024-05-17 17:00,22.8,219.1,2.4,0,1011.9,1013.4,51
506,파주금촌,2024-05-17 18:00,22,232.1,2.3,0,1012.1,1013.6,53
506,파주금촌,2024-05-17 19:00,20.3,240.3,2.5,0,1012.6,1014.1,62
506,파주금촌,2024-05-17 20:00,18.7,246.4,1.3,0,1013.2,1014.7,66
506,파주금촌,2024-05-17 21:00,17.2,217,.6,0,1014.2,1015.7,72
506,파주금촌,2024-05-17 22:00,15.9,0,0,0,1015,1016.5,80
506,파주금촌,2024-05-17 23:00,15.3,67.6,.5,0,1015.4,1016.9,87
506,파주금촌,2024-05-18 00:00,13.8,74.5,.5,0,1015.4,1016.9,94
506,파주금촌,2024-05-18 01:00,13.6,119,.9,0,1015.5,1017,94
506,파주금촌,2024-05-18 02:00,13.3,192.1,.5,0,1015.4,1016.9,96
506,파주금촌,2024-05-18 03:00,14,121.7,.6,0,1015.5,1017,92
506,파주금촌,2024-05-18 04:00,14.5,143.4,.6,0,1015.6,1017.1,89
506,파주금촌,2024-05-18 05:00,14.4,0,.2,0,1015.7,1017.2,91
506,파주금촌,2024-05-18 06:00,15.5,0,.2,0,1016.2,1017.7,89
506,파주금촌,2024-05-18 07:00,17.6,0,0,0,1016.8,1018.3,82
506,파주금촌,2024-05-18 08:00,20.5,161.2,2.6,0,1016.7,1018.2,71
506,파주금촌,2024-05-18 09:00,21.5,185.7,2.2,0,1017.1,1018.6,65
506,파주금촌,2024-05-18 10:00,22.8,217.3,2.4,0,1016.9,1018.4,61
506,파주금촌,2024-05-18 11:00,23,202.9,2.6,0,1016.8,1018.3,59
506,파주금촌,2024-05-18 12:00,24.5,214.4,2.6,0,1016.2,1017.7,56
506,파주금촌,2024-05-18 13:00,24.3,234.8,3,0,1015.6,1017.1,58
506,파주금촌,2024-05-18 14:00,24.3,248.7,4.1,0,1015.1,1016.6,57
506,파주금촌,2024-05-18 15:00,24.7,250.1,3.5,0,1014.6,1016.1,54
506,파주금촌,2024-05-18 16:00,24.4,248.6,4.4,0,1014.3,1015.8,55
506,파주금촌,2024-05-18 17:00,23.7,247.5,4.1,0,1014.4,1015.9,60
506,파주금촌,2024-05-18 18:00,22.7,249.3,3.6,0,1014.6,1016.1,63
506,파주금촌,2024-05-18 19:00,21.3,249.6,2.7,0,1014.8,1016.3,68
506,파주금촌,2024-05-18 20:00,19.9,250.4,2.4,0,1015.5,1017,75
506,파주금촌,2024-05-18 21:00,19,290.1,1.3,0,1016.1,1017.6,79
506,파주금촌,2024-05-18 22:00,17.7,0,.2,0,1016.5,1018,86
506,파주금촌,2024-05-18 23:00,16.7,0,.1,0,1016.6,1018.1,93
506,파주금촌,2024-05-19 00:00,15.4,0,0,0,1016.6,1018.1,96
506,파주금촌,2024-05-19 01:00,15,0,.1,0,1016.3,1017.8,97
506,파주금촌,2024-05-19 02:00,14.5,0,0,0,1015.9,1017.4,98
506,파주금촌,2024-05-19 03:00,13.9,0,.4,0,1015.3,1016.8,98
506,파주금촌,2024-05-19 04:00,13.7,0,.3,0,1015.4,1016.9,98
506,파주금촌,2024-05-19 05:00,13.5,0,0,0,1015.4,1016.9,98
506,파주금촌,2024-05-19 06:00,13.6,270.6,.5,0,1015.3,1016.8,98
506,파주금촌,2024-05-19 07:00,15.7,115.4,.7,0,1015.6,1017.1,91
506,파주금촌,2024-05-19 08:00,18,257,.7,0,1015.6,1017.1,82
506,파주금촌,2024-05-19 09:00,20.6,241.4,1,0,1015.4,1016.9,73
506,파주금촌,2024-05-19 10:00,22.1,269.1,.9,0,1015,1016.5,65
506,파주금촌,2024-05-19 11:00,23.9,214,1.8,0,1014.8,1016.3,60
506,파주금촌,2024-05-19 12:00,24.7,284.6,2.1,0,1014.5,1016,49
506,파주금촌,2024-05-19 13:00,25.2,258.4,3.2,0,1013.9,1015.4,48
506,파주금촌,2024-05-19 14:00,25.9,359.7,2.6,0,1013,1014.5,42
506,파주금촌,2024-05-19 15:00,26.3,295.7,2.5,0,1012.5,1014,50
506,파주금촌,2024-05-19 16:00,25.2,274.9,3.7,0,1012.5,1014,60
506,파주금촌,2024-05-19 17:00,24.4,267.1,3.7,0,1012.4,1013.9,54
506,파주금촌,2024-05-19 18:00,24,274.7,2.6,0,1012.2,1013.7,51
506,파주금촌,2024-05-19 19:00,21.7,269,3.2,0,1012.5,1014,62
506,파주금촌,2024-05-19 20:00,20.1,267.9,1.8,0,1013.5,1015,73
506,파주금촌,2024-05-19 21:00,19.7,263.3,3.9,0,1014.3,1015.8,74
506,파주금촌,2024-05-19 22:00,18.3,274.6,.9,0,1014,1015.5,78
506,파주금촌,2024-05-19 23:00,17.1,0,.2,0,1013.1,1014.6,83
506,파주금촌,2024-05-20 00:00,16.6,56.5,.8,0,1012.9,1014.4,88
506,파주금촌,2024-05-20 01:00,17,102.6,.8,0,1011.9,1013.4,85
506,파주금촌,2024-05-20 02:00,17.6,284.3,2,0,1012.5,1014,81
506,파주금촌,2024-05-20 03:00,17.4,288.5,.9,0,1012.4,1013.9,83
506,파주금촌,2024-05-20 04:00,17.3,0,.2,0,1012.8,1014.3,84
506,파주금촌,2024-05-20 05:00,17.1,0,0,0,1013,1014.5,90
506,파주금촌,2024-05-20 06:00,17.2,87.7,.9,0,1013.5,1015,90
506,파주금촌,2024-05-20 07:00,17.7,138.7,.8,0,1014.1,1015.6,86
506,파주금촌,2024-05-20 08:00,19,247.6,1.4,0,1014.5,1016,76
506,파주금촌,2024-05-20 09:00,19.8,231.6,1.1,0,1014.6,1016.1,76
506,파주금촌,2024-05-20 10:00,20.6,201.2,1.7,0,1014.5,1016,77
506,파주금촌,2024-05-20 11:00,22.4,246.6,3.6,0,1014.1,1015.6,71
506,파주금촌,2024-05-20 12:00,21.8,240.8,3.6,0,1014.1,1015.6,70
506,파주금촌,2024-05-20 13:00,21.2,242.3,3.6,0,1014,1015.5,76
506,파주금촌,2024-05-20 14:00,21.9,240.1,4,0,1013.4,1014.9,74
506,파주금촌,2024-05-20 15:00,21.2,228.4,2.6,0,1013.3,1014.8,75
506,파주금촌,2024-05-20 16:00,20.8,227.5,2.4,0,1013.5,1015,74
506,파주금촌,2024-05-20 17:00,19.4,248.9,4.1,0,1013.9,1015.4,73
506,파주금촌,2024-05-20 18:00,19.2,237.9,2,0,1014.1,1015.6,74
506,파주금촌,2024-05-20 19:00,19,257.4,1.8,0,1014.6,1016.1,78
506,파주금촌,2024-05-20 20:00,17.6,253.4,1.9,0,1015,1016.5,85
506,파주금촌,2024-05-20 21:00,16.7,263.1,1.3,0,1015.8,1017.3,89
506,파주금촌,2024-05-20 22:00,15.7,263.4,1.4,0,1016.4,1017.9,94
506,파주금촌,2024-05-20 23:00,15,268.5,.8,0,1016.8,1018.3,97
506,파주금촌,2024-05-21 00:00,15.7,151.4,.8,0,1016.9,1018.4,96
506,파주금촌,2024-05-21 01:00,16.1,0,.3,0,1017,1018.5,94
506,파주금촌,2024-05-21 02:00,16,110.1,.6,0,1016.5,1018,94
506,파주금촌,2024-05-21 03:00,16,141.1,.5,0,1016.8,1018.3,95
506,파주금촌,2024-05-21 04:00,16,93.4,1.6,0,1016.9,1018.4,95
506,파주금촌,2024-05-21 05:00,15.8,20.2,1.3,0,1017.1,1018.6,94
506,파주금촌,2024-05-21 06:00,16,80.8,1.1,0,1017.8,1019.3,94
506,파주금촌,2024-05-21 07:00,16.9,73.2,1.7,0,1018.3,1019.8,91
506,파주금촌,2024-05-21 08:00,18.9,102.8,.8,0,1018.7,1020.2,81
506,파주금촌,2024-05-21 09:00,21.3,87.3,.9,0,1018.8,1020.3,75
506,파주금촌,2024-05-21 10:00,23,158.4,.8,0,1018.7,1020.2,68
506,파주금촌,2024-05-21 11:00,23,286.5,1.3,0,1018.6,1020.1,63
506,파주금촌,2024-05-21 12:00,24.7,119.9,1.6,0,1018,1019.5,55
506,파주금촌,2024-05-21 13:00,25.4,258.6,1.5,0,1017.3,1018.8,51
506,파주금촌,2024-05-21 14:00,26.3,142.2,2.2,0,1016.6,1018.1,47
506,파주금촌,2024-05-21 15:00,27.2,354.7,1.6,0,1016.1,1017.6,48
506,파주금촌,2024-05-21 16:00,26.8,274.1,3.4,0,1015.3,1016.8,54
506,파주금촌,2024-05-21 17:00,24.9,268.1,4.4,0,1015.4,1016.9,65
506,파주금촌,2024-05-21 18:00,24.1,267,3.5,0,1015.5,1017,68
506,파주금촌,2024-05-21 19:00,22.6,267.1,2.9,0,1016,1017.5,72
506,파주금촌,2024-05-21 20:00,21.1,265.5,1.4,0,1016.4,1017.9,78
506,파주금촌,2024-05-21 21:00,20,259.5,1.9,0,1017.2,1018.7,84
506,파주금촌,2024-05-21 22:00,19.2,257.4,2,0,1017.5,1019,87
506,파주금촌,2024-05-21 23:00,18,286.6,.7,0,1017.5,1019,92
506,파주금촌,2024-05-22 00:00,17.3,0,0,0,1017.4,1018.9,93
511,경서동,2024-05-16 01:00,6.7,0,.1,0,1011.4,1012.3,95
511,경서동,2024-05-16 02:00,7.1,285.7,.8,0,1011,1011.9,94
511,경서동,2024-05-16 03:00,7.3,294.4,1.6,0,1011.1,1012,90
511,경서동,2024-05-16 04:00,6.7,312.1,.8,0,1010.8,1011.7,92
511,경서동,2024-05-16 05:00,5.4,120.5,.5,0,1010.4,1011.3,97
511,경서동,2024-05-16 06:00,5.4,0,.1,0,1010.4,1011.3,98
511,경서동,2024-05-16 07:00,9.1,37.2,.8,0,1010.5,1011.4,82
511,경서동,2024-05-16 08:00,11.5,305.1,1.1,0,1010.6,1011.5,73
511,경서동,2024-05-16 09:00,13.5,274.2,2.1,0,1010.7,1011.6,64
511,경서동,2024-05-16 10:00,15.1,236.1,2.2,0,1010.4,1011.2,62
511,경서동,2024-05-16 11:00,16.4,239.6,3.1,0,1009.7,1010.5,58
